Title,Description,HTML,Content


Metadata 36089h32.htmlYour browser does not support iframes, but you can use the following link. Link
DataData Distribution: Compressed Data
Data files are offered as LizardTech's MrSID Generation 2 .sid files. Target compression ratio was 4:1; one compressed file is roughly 8 magabytes in size.
A statewide collection of 2004 NAIP data requires about 31 Gigabytes of storage space. We do not plan to distribute compressed data files by any other means (cd-rom, zip drives, portable drives, ftp download, etc).
Illinois 2004 compressed NAIP DOQ data are available free-of-charge via:
a List of Counties for UTM data download. 
Data Distribution: Uncompressed Data
Contact the Illinois State Library(link is external) to obtain indiviual, uncompressed Illinois 2004 NAIP orthoimagery files.
Zip Data:  naip2004.zip - shapefile file index in Geographic Decimal Degrees.
Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2004/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link
Project SponsorsProject Sponsors: US Geological Survey"
2005 Illinois Chicago Urban Area Orthophotography,"Chicago Urban Area (CUA) orthoimagery data have been created for the counties of Cook, DuPage, Kane, Lake, McHenry, and Will in northeastern Illinois in two projections. These are Universal Transverse Mercator (UTM) with a NAD83 datum, Zone 16 and Illinois State Plane East Zone (SPE) with a NAD83 datum. Data were created using US Geological Survey Urban Area specifications on true-color film during the leaf-off period of spring, 2005 at a 1 foot by 1 foot resolution. Each data tile was created utilizing multiple aerial images. Images were captured on the following dates in 2005: March 28, April 4, April 8, April 14, and May 4. Programmatic details for CUA data were outlined in Illinois GIS Notes, Winter 2005.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/cua05_meta.html,"DataSummaryChicago Urban Area (CUA) orthoimagery data have been created for the counties of Cook, DuPage, Kane, Lake, McHenry, and Will in northeastern Illinois in two projections. These are Universal Transverse Mercator (UTM) with a NAD83 datum, Zone 16 and Illinois State Plane East Zone (SPE) with a NAD83 datum. Data were created using US Geological Survey Urban Area specifications on true-color film during the leaf-off period of spring, 2005 at a 1 foot by 1 foot resolution. Each data tile was created utilizing multiple aerial images. Images were captured on the following dates in 2005: March 28, April 4, April 8, April 14, and May 4. Programmatic details for CUA data were outlined in Illinois GIS Notes, Winter 2005.


Metadata cua05_meta.htmlYour browser does not support iframes, but you can use the following link. Link
DataData Distribution: Compressed Data
Compressed data are LizardTech's MrSID Generation 2 .sid files. Target compression ratio was 8:1; one compressed file is roughly 9 megabytes in size.
A statewide collection of both 2005 CUA data (40 Gigabytes) and 2005 National Aerial Photography Program (NAPP) data requires about 100 Gigabytes of storage space. We do not plan to distribute compressed data files by any other means (cd-rom, zip drives, portable drives, ftp download, etc).
The collection can be viewed as an Image Service on the Viewer tab of this webpage, or in ArcGIS Desktop, ArcGIS.com or any client application that can consume Esri Image Services.
CUA 2005 compressed data will be available soon via an interactive map for downloading.

    Compressed .zip file bundles contain:
<filename>.sid - compressed image
<filename>.aux - georeferencing information, associated with .sid image
<filename>.sdw - georeferencing information, associated with .sid image
<filename>.xml - metadata file for uncompressed GeoTIFF image, not edited for compressed image 

File indexes:
cua_isgs_indexes.zip - shapefile file indexes for the UTM and SPE projections. 
Resources:
cua05archive.zip - data archive directories for the UTM and SPE projections. 
UTM file naming convention based on the United States National Grid (USNG).
Introducing the United States National Grid(link is external) by Mike Price.
How to Read a United States National Grid (USNG) Spatial Address(link is external)

State Plane file naming convention based on data tile coordinates.
Data Distribution: Uncompressed Data
The ArcIMS interactive map was created for the Universal Transverse Mercator data by loading the original GeoTIFF files into ArcSDE.
Contact the Illinois State Library(link is external) to obtain indiviual, uncompressed Illinois 2005 orthoimagery files. Note that one statewide collection of uncompressed 2005 CUA data (310 to 320 Gigabytes) and 2005 NAPP data would require about 1 Terabyte of storage space.


Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/CUA_2005/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link
Project SponsorsProject Sponsors: Illinois Department of Public HealthIllinois Department of Military AffairsIllinois Environmental Protection AgencyFederal Geographic Data CommitteeUS Geological Survey"
2005 Illinois Digital Orthophoto Quarter Quadrangle Data,"Illinois National Aerial Photography Program (NAPP) Digital Orthophotography quarter Quadrangle (DOQ) data have been created for 96 counties in two projections. These are Illinois Universal Transverse Mercator (UTM) with a NAD83 datum and State Plane (SP) with a NAD83 datum. This data collection excludes the counties of Cook, DuPage, Kane, Lake, McHenry, and Will in northeastern Illinois. Imagery was collected using NAPP specifications using black and white film during the leaf-off period of spring, 2005 at a 1.5 foot by 1.5 foot (half meter) resolution. Programmatic details for Illinois NAPP data were outlined in Illinois GIS Notes, Winter 2005.",/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_DOQ_2005_MOSAIC_UTM16_RAS.html,"DataSummaryIllinois National Aerial Photography Program (NAPP) Digital Orthophotography quarter Quadrangle (DOQ) data have been created for 96 counties in two projections. These are Illinois Universal Transverse Mercator (UTM) with a NAD83 datum and State Plane (SP) with a NAD83 datum. This data collection excludes the counties of Cook, DuPage, Kane, Lake, McHenry, and Will in northeastern Illinois. Imagery was collected using NAPP specifications using black and white film during the leaf-off period of spring, 2005 at a 1.5 foot by 1.5 foot (half meter) resolution. Programmatic details for Illinois NAPP data were outlined in Illinois GIS Notes, Winter 2005.


Metadata 2005_SPCS26971.xml - State Plane East, NAD83 2005_SPCS26972.xml - State Plane West, NAD83 2005_UTM15.xml - UTM Zone 15, NAD83 2005_UTM16.xml - UTM Zone 16, NAD83Your browser does not support iframes, but you can use the following link. Link
DataCompressed Data
Data files are offered as LizardTech's MrSID Generation 2 .sid files. Target compression ratio is 10:1; one compressed file is roughly 18 megabytes in size.
A statewide collection of both 2005 Chicago Urban Area data and 2005 NAPP (60 Gigabytes) data requires about 100 Gigabytes of storage space. We do not plan to distribute compressed data files by any other means (cd-rom, zip drives, portable drives, ftp download, etc).
Illinois 2005 compressed NAPP DOQ data are available free-of-charge via:
a List of Counties for UTM (3,866 files) data download , or
a List of Counties for SP (3,929 files) data download.
Uncompressed Data
An ArcIMS web service has been created for the Universal Transverse Mercator data collections from the original GeoTIFF files loaded into ArcSDE.
Contact the Illinois State Library(link is external) to obtain indiviual, uncompressed Illinois 2005 orthoimagery files. Note that one statewide coverage of uncompressed 2005 Chicago Urban Area data and 2005 NAPP (680 to 690 Gigabytes) data would require about 1 Terabyte of storage space.
Zip Data:  one shapefile index, all 96 counties in Geographic Decimal Degrees two shapefile indexes, SP Zone East and SP Zone West  two shapefile indexes, UTM Zone 15 and UTM Zone 16 USGS DOQ 2005 Collection metadata
Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAPP_2005/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link
Project SponsorsProject Sponsors: Illinois Department of Public HealthIllinois Department of Military AffairsIllinois Environmental Protection AgencyFederal Geographic Data CommitteeUS Geological Survey"
2005 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2005/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2006 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2006/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2007 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2007/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
2010 Illinois NAIP Digital Orthophoto Quadrangle Data,"Abstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.",/viewers/ImageService.html,"DataSummaryAbstract
This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment, and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective, intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners, and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles, Compressed County Mosaics (CCM), and Seamline shape files. The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution, horizontal accuracy, coverage area, and number of bands. In general, flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year update of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.
Purpose
NAIP imagery is available for distribution within 60 days of the end of a flying season and is intended to provide current information of agricultural conditions in support of USDA farm programs. For USDA Farm Service Agency, the 1 meter and 1/2 meter GSD product provides an ortho image base for Common Land Unit boundaries and other data sets. The 1 meter and 1/2 meter NAIP imagery is generally acquired in projects covering full states in cooperation with state government and other federal agencies that use the imagery for a variety of purposes including land use planning and natural resource assessment. The NAIP is also used for disaster response.


DataData Distribution
This imagery is currently only available through the Illinois State Geological Survey as an ArcGIS Image Service.  Click the Map Service button above to go to the REST services endpoint.

Serviceshttps://data.isgs.illinois.edu/arcgis/rest/services/Imagery/NAIP_2010/ImageServer
ViewerYour browser does not support iframes, but you can use the following link. Link"
